prime_award_report_id,prime_award_piid,prime_award_idvpiid,prime_award_federal_award_id,Type_of_Spending,prime_award_date_submitted,prime_award_report_month,prime_award_report_year,prime_award_report_type,prime_award_principal_place_street,prime_award_principal_place_city,prime_award_principal_place_state,prime_award_principal_place_zip,prime_award_principal_place_district,prime_award_principal_place_country,prime_awardee_parent_duns,prime_awardee_parent_contractor_name,prime_award_contracting_agency_id,prime_award_contracting_agency_name,prime_award_contracting_office_id,prime_award_contracting_office_name,prime_award_funding_agency_id,prime_award_funding_agency_name,prime_award_funding_office_id,prime_award_funding_office_name,prime_award_program_source_agency,prime_award_program_source_account,prime_award_program_source_subaccount,prime_awardee_executive1,prime_awardee_executive1_compensation,prime_awardee_executive2,prime_awardee_executive2_compensation,prime_awardee_executive3,prime_awardee_executive3_compensation,prime_awardee_executive4,prime_awardee_executive4_compensation,prime_awardee_executive5,prime_awardee_executive5_compensation,prime_award_principal_naics_code,prime_award_principal_naics_desc,prime_award_CFDA_program_number_title_codes,prime_award_amount,prime_award_date_signed,prime_award_project_description,prime_award_transaction_type,prime_award_program_title,prime_awardee_recovery_model_q1,prime_awardee_recovery_model_q2,prime_award_fiscal_year,prime_award_contracting_major_agency_id,prime_award_contracting_major_agency_name,prime_award_funding_major_agency_id,prime_award_funding_major_agency_name,prime_award_agencyid,prime_award_idvagencyid,subawardee_dunsnumber,subawardee_name,subawardee_dba_name,subawardee_street,subawardee_city,subawardee_state,subawardee_zipcode,subawardee_congressionaldistrict,subawardee_countrycode,subaward_principal_place_street,subaward_principal_place_city,subaward_principal_place_state,subaward_principal_place_zip,subaward_principal_place_district,subaward_principal_place_country,subawardee_parent_duns,subawardee_parent_contractor_name,subaward_amount,subaward_date,subaward_principal_naics_code,subaward_principal_naics_desc,subaward_funding_office_id,subaward_funding_office_name,subaward_federal_agency_id,subaward_federal_agency_name,subaward_major_agency_id,subaward_major_agency_name,subaward_number,subaward_project_description,subawardee_recovery_model_q1,subawardee_recovery_model_q2,subaward_report_month,subaward_report_year,subaward_fiscal_year,subawardee_executive1,subawardee_executive1_compensation,subawardee_executive2,subawardee_executive2_compensation,subawardee_executive3,subawardee_executive3_compensation,subawardee_executive4,subawardee_executive4_compensation,subawardee_executive5,subawardee_executive5_compensation,subawardee_business_types,subaward_CFDA_program_number_title_codes
b932297fa39d01da571cc4a3209d8f88,U77HP23074,,U77HP23074,sg,02/05/2014,02,2014,,,Albuquerque,NM,871310001,NM01,US,784121725,UNIVERSITY OF NEW MEXICO,,HEALTH RESOURCES AND SERVICES ADMINISTRATION,,,,,,,,,,,,,,,,,,,,,,93.107 Area Health Education Centers Point of Service Maintenance and Enhancement Awards,779549.00,01/09/2014,AREA HEALTH EDUCATION CENTERS POINT OF SERVICE MAINTENANCE AND ENHANCEMENT,,AREA HEALTH EDUCATION CENTERS POINT OF SERVICE MAINTENANCE AND ENHANCEMENT,,,2014,7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",,,085268647,LUNA COMMUNITY COLLEGE,OFFICE OF STUDENT AFFAIRS,366 LUNA DR,LAS VEGAS,NM,877019838,NM03,US,,Las Vegas,NM,877019838,NM03,US,085268647,LUNA COMMUNITY COLLEGE,76253.00,01/09/2014,,,,,,,7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",3RF40/2,"The Montanas del Norte Area Health Education Center is a collaborative partner with the University of New Mexico Health Science Center - UNM Area Health Education Center, Luna Community College and the New Mexico State University-Southern Area Health Education Center within the New Mexico AHEC Program.  The purpose of the New Mexico AHEC is to improve access to health care and related services. Strategies include distributing health professionals to areas of need, creating a diverse health professions workforce, improving the quality of care delivered through continuing education, complementing urban health professions training with experiences in rural sites, and enhancing the training of health personnel in rural and underserved areas of New Mexico.",0,0,02,2014,2014,,,,,,,,,,,,93.107 Area Health Education Centers Point of Service Maintenance and Enhancement Awards
a13dd6bd5ba2e8ff0166f5964cdd8a76,2013GPBX0013,,2013GPBX0013,sg,02/05/2014,02,2014,,,Santa Fe,NM,875041628,NM03,US,007111818,,,OFFICE OF JUSTICE PROGRAMS,,,,,,,,,,,,,,,,,,,,,,16.609 Project Safe Neighborhoods,300000.00,10/01/2013,District of New Mexico PSN Project,,District of New Mexico PSN Project,,,2014,1500,"JUSTICE, DEPARTMENT OF",1500,"JUSTICE, DEPARTMENT OF",,,172629412,"BERNALILLO, COUNTY OF",SHERIFFS HQ,400 ROMA AVE NW STE 2,ALBUQUERQUE,NM,871022195,NM01,US,,Bernalillo County,NM,871020004,NM01,US,069424356,COUNTY OF BERNALILLO,46000.00,10/01/2013,,,,,,,1500,"JUSTICE, DEPARTMENT OF",2013-PSN-BCSO-SFY14,"Public Safety Partners BCSO will be responsible for assisting the PSN Task Force in planning, coordinating, implementing and evaluating firearm-related and gang-related law enforcement operations. Prevention and Youth Development Partners:  BCSD G.R.E.A.T will be responsible for assisting the PSN Task Force in planning, coordinating and implementing prevention and youth development programs and services.",0,0,02,2014,2014,,,,,,,,,,,,16.609 Project Safe Neighborhoods
d1dd8ba9ec64af64f27299783cdb9590,1301346,,1301346,sg,05/29/2014,05,2014,,,Albuquerque,NM,871310001,NM01,US,784121725,University Of New Mexico ,,NATIONAL SCIENCE FOUNDATION,,,,,,,,,,,,,,,,,,,,,,47.080 Office of Cyberinfrastructure,4000000.00,04/10/2014,Energize New Mexico,,Energize New Mexico,,,2014,4900,NATIONAL SCIENCE FOUNDATION,4900,NATIONAL SCIENCE FOUNDATION,,,047134101,NEW MEXICO HIGHLANDS UNIVERSITY,,800 W NATIONAL AVE,LAS VEGAS,NM,877014002,NM03,US,,Las Vegas,NM,877019000,NM03,US,047134101,New Mexico Highlands University ,50000.00,04/10/2014,,,,,,,4900,NATIONAL SCIENCE FOUNDATION,063037-8744,"Instrumentation aquisition, installation and testing.  Incorporation of aquired instumentation in lecture and laboratory courses taught at NMHU.  Preparation of final report.",0,0,05,2014,2014,,,,,,,,,,,,47.080 Office of Cyberinfrastructure
122c7b0c0467640e8896603e6f0188e4,M13SG350100,,M13SG350100,sg,05/30/2014,04,2014,,,02000,NM,87102,NM01,US,,,,ASSISTANT SECRETARY FOR COMMUNITY PLANNING AND DEVELOPMENT,,,,,,,,,,,,,,,,,,,,,,14.239 Home Investment Partnerships Program,7195890.00,12/10/2013,HOME INVESTMENT CPD,,HOME INVESTMENT CPD,,,2014,8600,"HOUSING AND URBAN DEVELOPMENT, DEPARTMENT OF",8600,"HOUSING AND URBAN DEVELOPMENT, DEPARTMENT OF",,,141956230,SAN FELIPE PUEBLO HOUSING AUTHORITY,SFPHA,126 HAGAN RD,ALGODONES,NM,87001,NM03,US,,San Felipe Pueblo,NM,870019999,NM03,US,,,160000.00,12/10/2013,,,,,,,8600,"HOUSING AND URBAN DEVELOPMENT, DEPARTMENT OF",13-01-SFP-HOR-001,HOME Reservation Rehab,0,0,04,2014,2014,,,,,,,,,,,,14.239 Home Investment Partnerships Program
122c7b0c0467640e8896603e6f0188e4,M13SG350100,,M13SG350100,sg,05/30/2014,04,2014,,,02000,NM,87102,NM01,US,,,,ASSISTANT SECRETARY FOR COMMUNITY PLANNING AND DEVELOPMENT,,,,,,,,,,,,,,,,,,,,,,14.239 Home Investment Partnerships Program,7195890.00,01/01/2014,HOME INVESTMENT CPD,,HOME INVESTMENT CPD,,,2014,8600,"HOUSING AND URBAN DEVELOPMENT, DEPARTMENT OF",8600,"HOUSING AND URBAN DEVELOPMENT, DEPARTMENT OF",,,097966923,TIERRA DEL SOL HOUSING CORPORATION,,880 ANTHONY DR STE 3B,ANTHONY,NM,880219346,NM02,US,,Anthony,NM,880219346,NM02,US,097966923,TIERRA DEL SOL HOUSING CORPORATION,747311.16,01/01/2014,,,,,,,8600,"HOUSING AND URBAN DEVELOPMENT, DEPARTMENT OF",12-01-TDS-HOR-001,HOME Reservation Rehab Program,1,1,04,2014,2014,,,,,,,,,,,,14.239 Home Investment Partnerships Program
122c7b0c0467640e8896603e6f0188e4,M13SG350100,,M13SG350100,sg,05/30/2014,04,2014,,,02000,NM,87102,NM01,US,,,,ASSISTANT SECRETARY FOR COMMUNITY PLANNING AND DEVELOPMENT,,,,,,,,,,,,,,,,,,,,,,14.239 Home Investment Partnerships Program,7195890.00,01/16/2014,HOME INVESTMENT CPD,,HOME INVESTMENT CPD,,,2014,8600,"HOUSING AND URBAN DEVELOPMENT, DEPARTMENT OF",8600,"HOUSING AND URBAN DEVELOPMENT, DEPARTMENT OF",,,094836751,"SILVER CITY, TOWN OF",PURCHASING DEPARTMENT,101 W BROADWAY ST,SILVER CITY,NM,880615323,NM02,US,,Silver City,NM,880625323,NM02,US,079844171,TOWN OF SILVER CITY,71000.00,01/16/2014,,,,,,,8600,"HOUSING AND URBAN DEVELOPMENT, DEPARTMENT OF",13-01-TSC-HOR-001,HOME Rehab Reservation Program,0,0,04,2014,2014,,,,,,,,,,,,14.239 Home Investment Partnerships Program
122c7b0c0467640e8896603e6f0188e4,M13SG350100,,M13SG350100,sg,05/30/2014,04,2014,,,02000,NM,87102,NM01,US,,,,ASSISTANT SECRETARY FOR COMMUNITY PLANNING AND DEVELOPMENT,,,,,,,,,,,,,,,,,,,,,,14.239 Home Investment Partnerships Program,7195890.00,01/28/2014,HOME INVESTMENT CPD,,HOME INVESTMENT CPD,,,2014,8600,"HOUSING AND URBAN DEVELOPMENT, DEPARTMENT OF",8600,"HOUSING AND URBAN DEVELOPMENT, DEPARTMENT OF",,,088083357,"NATIVE AMERICAN HOUSING CONSULTANTS, LLC",NMNAHC,8308 WASHINGTON ST NE,ALBUQUERQUE,NM,871131606,NM01,US,,Albuquerque,NM,871900973,NM01,US,,,80000.00,01/28/2014,,,,,,,8600,"HOUSING AND URBAN DEVELOPMENT, DEPARTMENT OF",13-01-NAH-HOR-001,HOME Reservation Rehab Program,0,0,04,2014,2014,,,,,,,,,,,,14.239 Home Investment Partnerships Program
122c7b0c0467640e8896603e6f0188e4,M13SG350100,,M13SG350100,sg,05/30/2014,04,2014,,,02000,NM,87102,NM01,US,,,,ASSISTANT SECRETARY FOR COMMUNITY PLANNING AND DEVELOPMENT,,,,,,,,,,,,,,,,,,,,,,14.239 Home Investment Partnerships Program,7195890.00,12/11/2013,HOME INVESTMENT CPD,,HOME INVESTMENT CPD,,,2014,8600,"HOUSING AND URBAN DEVELOPMENT, DEPARTMENT OF",8600,"HOUSING AND URBAN DEVELOPMENT, DEPARTMENT OF",,,018178356,OTERO COUNTY HABITAT FOR HUMANITY INC,,1109 10TH ST,ALAMOGORDO,NM,883106413,NM02,US,,Alamogordo,NM,883106413,NM02,US,,,532830.00,12/11/2013,,,,,,,8600,"HOUSING AND URBAN DEVELOPMENT, DEPARTMENT OF",12-01-OCH-HOR-001,HOME Rehab Reservation Program,0,0,04,2014,2014,,,,,,,,,,,,14.239 Home Investment Partnerships Program
122c7b0c0467640e8896603e6f0188e4,M13SG350100,,M13SG350100,sg,05/30/2014,04,2014,,,02000,NM,87102,NM01,US,,,,ASSISTANT SECRETARY FOR COMMUNITY PLANNING AND DEVELOPMENT,,,,,,,,,,,,,,,,,,,,,,14.239 Home Investment Partnerships Program,7195890.00,01/16/2014,HOME INVESTMENT CPD,,HOME INVESTMENT CPD,,,2014,8600,"HOUSING AND URBAN DEVELOPMENT, DEPARTMENT OF",8600,"HOUSING AND URBAN DEVELOPMENT, DEPARTMENT OF",,,123202892,SANTA FE HABITAT FOR HUMANITY,Habitat For Humanity Restore,2414 CERRILLOS RD,SANTA FE,NM,875053392,NM03,US,,Santa Fe,NM,875053392,NM03,US,,,74494.05,01/16/2014,,,,,,,8600,"HOUSING AND URBAN DEVELOPMENT, DEPARTMENT OF",13-01-SFH-HOR-001,HOME Reservation Rehab Program,0,0,04,2014,2014,,,,,,,,,,,,14.239 Home Investment Partnerships Program
122c7b0c0467640e8896603e6f0188e4,M13SG350100,,M13SG350100,sg,05/30/2014,04,2014,,,02000,NM,87102,NM01,US,,,,ASSISTANT SECRETARY FOR COMMUNITY PLANNING AND DEVELOPMENT,,,,,,,,,,,,,,,,,,,,,,14.239 Home Investment Partnerships Program,7195890.00,01/03/2014,HOME INVESTMENT CPD,,HOME INVESTMENT CPD,,,2014,8600,"HOUSING AND URBAN DEVELOPMENT, DEPARTMENT OF",8600,"HOUSING AND URBAN DEVELOPMENT, DEPARTMENT OF",,,032846680,OHKAY OWINGEH HOUSING AUTHORITY,,208 N CROSS PL,SAN JUAN PUEBLO,NM,875660000,NM03,US,,Ohkay Owingeh,NM,875663801,NM03,US,,,800000.00,01/03/2014,,,,,,,8600,"HOUSING AND URBAN DEVELOPMENT, DEPARTMENT OF",12-01-OHA-HOR-001,HOME Reservation Rehab program,1,1,04,2014,2014,,,,,,,,,,,,14.239 Home Investment Partnerships Program
122c7b0c0467640e8896603e6f0188e4,M13SG350100,,M13SG350100,sg,05/30/2014,04,2014,,,02000,NM,87102,NM01,US,,,,ASSISTANT SECRETARY FOR COMMUNITY PLANNING AND DEVELOPMENT,,,,,,,,,,,,,,,,,,,,,,14.239 Home Investment Partnerships Program,7195890.00,01/09/2014,HOME INVESTMENT CPD,,HOME INVESTMENT CPD,,,2014,8600,"HOUSING AND URBAN DEVELOPMENT, DEPARTMENT OF",8600,"HOUSING AND URBAN DEVELOPMENT, DEPARTMENT OF",,,176673382,BERNALILLO COUNTY HOUSING AUTH,,1900 BRIDGE BLVD SW,ALBUQUERQUE,NM,871053162,NM01,US,,Albuquerque,NM,871053162,NM01,US,,,147000.00,01/09/2014,,,,,,,8600,"HOUSING AND URBAN DEVELOPMENT, DEPARTMENT OF",13-01-BCH-HOR-001,HOME Reservation Rehab Program,1,1,04,2014,2014,,,,,,,,,,,,14.239 Home Investment Partnerships Program
122c7b0c0467640e8896603e6f0188e4,M13SG350100,,M13SG350100,sg,05/30/2014,04,2014,,,02000,NM,87102,NM01,US,,,,ASSISTANT SECRETARY FOR COMMUNITY PLANNING AND DEVELOPMENT,,,,,,,,,,,,,,,,,,,,,,14.239 Home Investment Partnerships Program,7195890.00,12/16/2013,HOME INVESTMENT CPD,,HOME INVESTMENT CPD,,,2014,8600,"HOUSING AND URBAN DEVELOPMENT, DEPARTMENT OF",8600,"HOUSING AND URBAN DEVELOPMENT, DEPARTMENT OF",,,612436097,"SOCORRO, COUNTY OF",SOCORRO COUNTY HOUSING AUTHORITY,106 CENTER ST,SOCORRO,NM,878014559,NM02,US,,Socorro,NM,878015000,NM02,US,627065238,"SOCORRO, COUNTY OF",73890.00,12/16/2013,,,,,,,8600,"HOUSING AND URBAN DEVELOPMENT, DEPARTMENT OF",13-01-ECR-HOR-001,HOME Reservation Rehab Program,0,0,04,2014,2014,,,,,,,,,,,,14.239 Home Investment Partnerships Program
1d80f1148a4d5d4c40388d72ac3b9b64,B13DC350001,,B13DC350001,sg,06/04/2014,11,2013,,,Santa Fe,NM,875030001,NM03,US,007111818,,,ASSISTANT SECRETARY FOR COMMUNITY PLANNING AND DEVELOPMENT,,,,,,,,,,,,,,,,,,,,,,14.228 Community Development Block Grants/State's program and Non-Entitlement Grants in Hawaii,17950672.00,10/17/2013,STATE ADM SMALL CITY,,STATE ADM SMALL CITY,,,2014,8600,"HOUSING AND URBAN DEVELOPMENT, DEPARTMENT OF",8600,"HOUSING AND URBAN DEVELOPMENT, DEPARTMENT OF",,,110119187,VILLAGE OF WILLARD,,750 DUNLEAVY ST,WILLARD,NM,870630204,NM01,US,,Willard,NM,870630204,NM01,US,110119187,VILLAGE OF WILLARD,287000.00,10/17/2013,,,,,,,8600,"HOUSING AND URBAN DEVELOPMENT, DEPARTMENT OF",13-C-018,Waste Water System Improvements,0,0,11,2013,2014,,,,,,,,,,,,14.228 Community Development Block Grants/State's program and Non-Entitlement Grants in Hawaii
1d80f1148a4d5d4c40388d72ac3b9b64,B13DC350001,,B13DC350001,sg,06/04/2014,11,2013,,,Santa Fe,NM,875030001,NM03,US,007111818,,,ASSISTANT SECRETARY FOR COMMUNITY PLANNING AND DEVELOPMENT,,,,,,,,,,,,,,,,,,,,,,14.228 Community Development Block Grants/State's program and Non-Entitlement Grants in Hawaii,17950672.00,10/17/2013,STATE ADM SMALL CITY,,STATE ADM SMALL CITY,,,2014,8600,"HOUSING AND URBAN DEVELOPMENT, DEPARTMENT OF",8600,"HOUSING AND URBAN DEVELOPMENT, DEPARTMENT OF",,,050740539,"LINCOLN, COUNTY OF",,300 CENTRAL AVE,CARRIZOZO,NM,883010000,NM02,US,,Carrizozo,NM,883010000,NM02,US,050740539,"LINCOLN, COUNTY OF",500000.00,10/17/2013,,,,,,,8600,"HOUSING AND URBAN DEVELOPMENT, DEPARTMENT OF",13-C-028,Community Center,0,0,11,2013,2014,,,,,,,,,,,,14.228 Community Development Block Grants/State's program and Non-Entitlement Grants in Hawaii
1d80f1148a4d5d4c40388d72ac3b9b64,B13DC350001,,B13DC350001,sg,06/04/2014,11,2013,,,Santa Fe,NM,875030001,NM03,US,007111818,,,ASSISTANT SECRETARY FOR COMMUNITY PLANNING AND DEVELOPMENT,,,,,,,,,,,,,,,,,,,,,,14.228 Community Development Block Grants/State's program and Non-Entitlement Grants in Hawaii,17950672.00,10/10/2013,STATE ADM SMALL CITY,,STATE ADM SMALL CITY,,,2014,8600,"HOUSING AND URBAN DEVELOPMENT, DEPARTMENT OF",8600,"HOUSING AND URBAN DEVELOPMENT, DEPARTMENT OF",,,087872318,FORT SUMNER VILLAGE,Fort Sumner Fire Department,501 AVE C,Fort Sumner,NM,88119,NM02,US,,Fort Sumner,NM,881190180,NM01,US,054667688,FORT SUMNER VILLAGE,500000.00,10/10/2013,,,,,,,8600,"HOUSING AND URBAN DEVELOPMENT, DEPARTMENT OF",13-C-008,Senior Center,0,0,11,2013,2014,,,,,,,,,,,,14.228 Community Development Block Grants/State's program and Non-Entitlement Grants in Hawaii
1d80f1148a4d5d4c40388d72ac3b9b64,B13DC350001,,B13DC350001,sg,06/04/2014,11,2013,,,Santa Fe,NM,875030001,NM03,US,007111818,,,ASSISTANT SECRETARY FOR COMMUNITY PLANNING AND DEVELOPMENT,,,,,,,,,,,,,,,,,,,,,,14.228 Community Development Block Grants/State's program and Non-Entitlement Grants in Hawaii,17950672.00,10/01/2013,STATE ADM SMALL CITY,,STATE ADM SMALL CITY,,,2014,8600,"HOUSING AND URBAN DEVELOPMENT, DEPARTMENT OF",8600,"HOUSING AND URBAN DEVELOPMENT, DEPARTMENT OF",,,188840565,Village Of Tularosa,,705 ST FRANCIS DR,Tularosa,NM,883522731,NM02,US,,Tularose,NM,883522731,NM02,US,188840565,,492897.00,10/01/2013,,,,,,,8600,"HOUSING AND URBAN DEVELOPMENT, DEPARTMENT OF",13-C-26,Street and or Drainage Imorovements,0,0,11,2013,2014,,,,,,,,,,,,14.228 Community Development Block Grants/State's program and Non-Entitlement Grants in Hawaii
1d80f1148a4d5d4c40388d72ac3b9b64,B13DC350001,,B13DC350001,sg,06/04/2014,11,2013,,,Santa Fe,NM,875030001,NM03,US,007111818,,,ASSISTANT SECRETARY FOR COMMUNITY PLANNING AND DEVELOPMENT,,,,,,,,,,,,,,,,,,,,,,14.228 Community Development Block Grants/State's program and Non-Entitlement Grants in Hawaii,17950672.00,10/01/2013,STATE ADM SMALL CITY,,STATE ADM SMALL CITY,,,2014,8600,"HOUSING AND URBAN DEVELOPMENT, DEPARTMENT OF",8600,"HOUSING AND URBAN DEVELOPMENT, DEPARTMENT OF",,,090992785,TOWN OF HURLEY,Town Hall,101 CORTEZ AVE,Hurley,NM,880439743,NM02,US,,Hurley,NM,880439743,NM02,US,090992785,,435362.00,10/01/2013,,,,,,,8600,"HOUSING AND URBAN DEVELOPMENT, DEPARTMENT OF",13-C-007,Street and or Drainage Improvements,0,0,11,2013,2014,,,,,,,,,,,,14.228 Community Development Block Grants/State's program and Non-Entitlement Grants in Hawaii
1d80f1148a4d5d4c40388d72ac3b9b64,B13DC350001,,B13DC350001,sg,06/04/2014,11,2013,,,Santa Fe,NM,875030001,NM03,US,007111818,,,ASSISTANT SECRETARY FOR COMMUNITY PLANNING AND DEVELOPMENT,,,,,,,,,,,,,,,,,,,,,,14.228 Community Development Block Grants/State's program and Non-Entitlement Grants in Hawaii,17950672.00,10/01/2013,STATE ADM SMALL CITY,,STATE ADM SMALL CITY,,,2014,8600,"HOUSING AND URBAN DEVELOPMENT, DEPARTMENT OF",8600,"HOUSING AND URBAN DEVELOPMENT, DEPARTMENT OF",,,122866882,TOWN OF TAOS,TOWN HALL,400 CAMINO DE LA PLACITA,TAOS,NM,875716071,NM03,US,,Taos,NM,875716071,NM03,US,122866882,TOWN OF TAOS,500000.00,10/01/2013,,,,,,,8600,"HOUSING AND URBAN DEVELOPMENT, DEPARTMENT OF",13-C-011,Street and or Drainage Improvements,0,0,11,2013,2014,,,,,,,,,,,,14.228 Community Development Block Grants/State's program and Non-Entitlement Grants in Hawaii
1d80f1148a4d5d4c40388d72ac3b9b64,B13DC350001,,B13DC350001,sg,06/04/2014,11,2013,,,Santa Fe,NM,875030001,NM03,US,007111818,,,ASSISTANT SECRETARY FOR COMMUNITY PLANNING AND DEVELOPMENT,,,,,,,,,,,,,,,,,,,,,,14.228 Community Development Block Grants/State's program and Non-Entitlement Grants in Hawaii,17950672.00,10/06/2013,STATE ADM SMALL CITY,,STATE ADM SMALL CITY,,,2014,8600,"HOUSING AND URBAN DEVELOPMENT, DEPARTMENT OF",8600,"HOUSING AND URBAN DEVELOPMENT, DEPARTMENT OF",,,088313606,"DEMING, CITY OF",Office Of The Mayor,309 S GOLD AVE,DEMING,NM,880303721,NM02,US,,Deming,NM,880303721,NM02,US,088313606,"DEMING, CITY OF",500000.00,10/06/2013,,,,,,,8600,"HOUSING AND URBAN DEVELOPMENT, DEPARTMENT OF",13-C-006,Waste Water System Improvements,0,0,11,2013,2014,,,,,,,,,,,,14.228 Community Development Block Grants/State's program and Non-Entitlement Grants in Hawaii
1d80f1148a4d5d4c40388d72ac3b9b64,B13DC350001,,B13DC350001,sg,06/04/2014,11,2013,,,Santa Fe,NM,875030001,NM03,US,007111818,,,ASSISTANT SECRETARY FOR COMMUNITY PLANNING AND DEVELOPMENT,,,,,,,,,,,,,,,,,,,,,,14.228 Community Development Block Grants/State's program and Non-Entitlement Grants in Hawaii,17950672.00,10/06/2013,STATE ADM SMALL CITY,,STATE ADM SMALL CITY,,,2014,8600,"HOUSING AND URBAN DEVELOPMENT, DEPARTMENT OF",8600,"HOUSING AND URBAN DEVELOPMENT, DEPARTMENT OF",,,025478801,"BERNALILLO, TOWN OF",,829 CAMINO DEL PUEBLO,BERNALILLO,NM,870045928,NM03,US,,Bernalillo,NM,870045928,NM03,US,025478801,"BERNALILLO, TOWN OF",500000.00,10/06/2013,,,,,,,8600,"HOUSING AND URBAN DEVELOPMENT, DEPARTMENT OF",13-C-021,Water System Improvements,0,0,11,2013,2014,,,,,,,,,,,,14.228 Community Development Block Grants/State's program and Non-Entitlement Grants in Hawaii
1d80f1148a4d5d4c40388d72ac3b9b64,B13DC350001,,B13DC350001,sg,06/04/2014,11,2013,,,Santa Fe,NM,875030001,NM03,US,007111818,,,ASSISTANT SECRETARY FOR COMMUNITY PLANNING AND DEVELOPMENT,,,,,,,,,,,,,,,,,,,,,,14.228 Community Development Block Grants/State's program and Non-Entitlement Grants in Hawaii,17950672.00,11/18/2013,STATE ADM SMALL CITY,,STATE ADM SMALL CITY,,,2014,8600,"HOUSING AND URBAN DEVELOPMENT, DEPARTMENT OF",8600,"HOUSING AND URBAN DEVELOPMENT, DEPARTMENT OF",,,031149714,TOWN OF DEXTER,,115 E 2ND ST,DEXTER,NM,882300249,NM02,US,,Dexter,NM,882300249,NM02,US,031149714,TOWN OF DEXTER,343225.00,11/18/2013,,,,,,,8600,"HOUSING AND URBAN DEVELOPMENT, DEPARTMENT OF",13-C-023,Street and or Drainage Improvements,0,0,11,2013,2014,,,,,,,,,,,,14.228 Community Development Block Grants/State's program and Non-Entitlement Grants in Hawaii
1d80f1148a4d5d4c40388d72ac3b9b64,B13DC350001,,B13DC350001,sg,06/04/2014,11,2013,,,Santa Fe,NM,875030001,NM03,US,007111818,,,ASSISTANT SECRETARY FOR COMMUNITY PLANNING AND DEVELOPMENT,,,,,,,,,,,,,,,,,,,,,,14.228 Community Development Block Grants/State's program and Non-Entitlement Grants in Hawaii,17950672.00,10/29/2013,STATE ADM SMALL CITY,,STATE ADM SMALL CITY,,,2014,8600,"HOUSING AND URBAN DEVELOPMENT, DEPARTMENT OF",8600,"HOUSING AND URBAN DEVELOPMENT, DEPARTMENT OF",,,100632348,SAN JON VILLAGE HALL,City Hall,410 EAST ELM AVE,San Jon,NM,88434,NM03,US,,San Jon,NM,884340037,NM03,US,,,465500.00,10/29/2013,,,,,,,8600,"HOUSING AND URBAN DEVELOPMENT, DEPARTMENT OF",13-C-020,Waste Water System Improvements,0,0,11,2013,2014,,,,,,,,,,,,14.228 Community Development Block Grants/State's program and Non-Entitlement Grants in Hawaii
1d80f1148a4d5d4c40388d72ac3b9b64,B13DC350001,,B13DC350001,sg,06/04/2014,11,2013,,,Santa Fe,NM,875030001,NM03,US,007111818,,,ASSISTANT SECRETARY FOR COMMUNITY PLANNING AND DEVELOPMENT,,,,,,,,,,,,,,,,,,,,,,14.228 Community Development Block Grants/State's program and Non-Entitlement Grants in Hawaii,17950672.00,10/01/2013,STATE ADM SMALL CITY,,STATE ADM SMALL CITY,,,2014,8600,"HOUSING AND URBAN DEVELOPMENT, DEPARTMENT OF",8600,"HOUSING AND URBAN DEVELOPMENT, DEPARTMENT OF",,,054442348,COUNTY OF CIBOLA,,515 W HIGH ST,GRANTS,NM,870202526,NM02,US,,Grants,NM,870202526,NM02,US,054442348,COUNTY OF CIBOLA,500000.00,10/01/2013,,,,,,,8600,"HOUSING AND URBAN DEVELOPMENT, DEPARTMENT OF",13-C-031,Health Center,0,0,11,2013,2014,,,,,,,,,,,,14.228 Community Development Block Grants/State's program and Non-Entitlement Grants in Hawaii
1d80f1148a4d5d4c40388d72ac3b9b64,B13DC350001,,B13DC350001,sg,06/04/2014,11,2013,,,Santa Fe,NM,875030001,NM03,US,007111818,,,ASSISTANT SECRETARY FOR COMMUNITY PLANNING AND DEVELOPMENT,,,,,,,,,,,,,,,,,,,,,,14.228 Community Development Block Grants/State's program and Non-Entitlement Grants in Hawaii,17950672.00,10/10/2013,STATE ADM SMALL CITY,,STATE ADM SMALL CITY,,,2014,8600,"HOUSING AND URBAN DEVELOPMENT, DEPARTMENT OF",8600,"HOUSING AND URBAN DEVELOPMENT, DEPARTMENT OF",,,848652483,"MC KINLEY, COUNTY OF",,207 W HILL AVE FL 3,GALLUP,NM,873016347,NM03,US,,Gallup,NM,873016347,NM03,US,848652483,"MC KINLEY, COUNTY OF",500000.00,10/10/2013,,,,,,,8600,"HOUSING AND URBAN DEVELOPMENT, DEPARTMENT OF",13-C-029,Water System Improvements,0,0,11,2013,2014,,,,,,,,,,,,14.228 Community Development Block Grants/State's program and Non-Entitlement Grants in Hawaii
