Agency_Name,Laboratory_Name,Laboratory_ID,Facility,Address,ZIP Code,City,State,Country,Description,Type,Link,POC Email,POC Phone
DOE,Los Alamos National Laboratory / Sandia National Laboratories,,Center for Integrated Nanotechnologies (CINT),"Bikini Atoll Rd., SM 37",87552,Los Alamos,NM,US,"The CINT focuses on exploring the path from scientific discovery to the integration of nanostructures into the micro- and macro-worlds. This path involves experimental and theoretical exploration of behavior, understanding new performance regimes and concepts, testing designs, and integrating nanoscale materials and structures. CINT focus areas are nanophotonics and nanoelectronics, complex functional nanomaterials, nanomechanics, and the nanoscale/bio/microscale interfaces. CINT is jointly administered by Los Alamos National Laboratory (LANL) and Sandia National Laboratories. This Center makes use of a wide range of specialized facilities including the Los Alamos Neutron Science Center and the National High Magnetic Field Laboratory at LANL.",User Facility,http://cint.lanl.gov/,feynmancenter@lanl.gov,(505) 665-9090
DOE,Massachusetts Institute of Technology,,Alcator C-Mod Tokamak,77 Massachusetts Avenue,2139,Cambridge,MA,US,"Alcator C-Mod at the Massachusetts Institute of Technology is operated as a DOE national user facility. Alcator C-Mod is a unique, compact tokamak facility that uses intense magnetic fields to confine high-temperature, high-density plasmas in a small volume. One of its unique features are the metal (molybdenum) walls to accommodate high power densities. Alcator C-Mod has made significant contributions to the world fusion program in the areas of plasma heating, stability, and confinement of high field tokamaks, which are important integrating issues related to ignition of burning of fusion plasma. DOE’s Office of Science, Fusion Energy Sciences program, is a significant contributor to the operation of this facility.",User Facility,http://www.psfc.mit.edu/research/alcator/,info@psfc.mit.edu,
DOE,National Energy Technology Laboratory,,Alloy Fabrication Laboratory,1450 Queen Ave SW,97321,Albany,OR,US,"At NETL’s Alloy Fabrication Facility in Albany, OR, researchers conduct DOE research projects to produce new alloys suited to a variety of applications, from gas turbines to medical stents. Once ingots have been shaped into plates, sheets, rods, or other forms at the lab, researchers can better characterize their properties and assess how they can be used in real-world settings. Most work done in the lab involves exposing alloys to intense heat. The lab’s equipment includes a 500-ton hydraulic press and a hot rolling mill. The alloys produced in the lab are highly resilient and may facilitate new energy technologies.",R&D Agreements for Facility Access,http://www.netl.doe.gov/research/on-site-research/research-capabilities/research-facilities,jessica.sosenko@netl.doe.gov,(412) 386-7417
DOE,National Energy Technology Laboratory,,Analytical Laboratories,626 Cochrans Mill Rd,15236,Pittsburgh,PA,US,"NETL’s analytical laboratories in Pittsburgh, PA, and Albany, OR, give researchers access to the equipment they need to thoroughly study the properties of materials at very small scales. The Albany lab houses X-ray diffraction equipment, electron microscopes, a metallographic laboratory, and a complete analytical chemistry lab. It also enables scientists to conduct wavelength dispersive X-ray fluorescence and X-ray photoelectron spectroscopy for chemical analysis. Researchers at the Albany lab can investigate materials on a micro scale in simulated environments on a micro scale. They can subject a material to thermal analysis to determine its melting temperature—crucial for assessing a material’s durability in hot environments, such as those found in power plants. Researchers can also use the Albany lab to discover the elements and compounds comprising a material, and if the material’s chemical composition is suited to various applications. The Pittsburgh lab has the only NETL facility capable of inductively coupled plasma optical emissions spectroscopy, used to perform trace-level elemental analyses. Ion chromatography and mercury analysis are also conducted at the Pittsburgh lab, as are thermogravimetric analysis (which can reveal the extent of a reaction or chemical kinetics) and proximate analysis (which can be used to determine how much ash a coal sample contains).",R&D Agreements for Facility Access,http://www.youtube.com/watch?v=qWOyX1XKuW4,jessica.sosenko@netl.doe.gov,(412) 386-7417
DOE,National Energy Technology Laboratory,,Chemical Looping Reactor, 3612 Collins Ferry Rd,26509,Morgantown,WV,US,"NETL's chemical looping reactor in Morgantown, WV, enables a high-temperature, integrated chemical-looping-combustion (CLC) process. During CLC, air does not come into direct contact with fuel. Instead, oxygen is delivered to the fuel via a solid material called an oxygen carrier. The flue gas generated by CLC consists of just carbon dioxide and water, making the carbon dioxide easily recoverable. Researchers are using NETL’s chemical looping reactor to overcome the technical barriers associated with CLC and make the technology less risky for investors. A non-reacting test unit is also used to study solids flow at ambient temperature. Because the reactor is so large, it provides data used to validate computational fluid-dynamics models, which hasten the scale-up of reactor units and make it more convenient to examine different reactor configurations.",R&D Agreements for Facility Access,http://www.youtube.com/watch?v=1r1VrtKB-AM,jessica.sosenko@netl.doe.gov,(412) 386-7417
DOE,National Energy Technology Laboratory,,Engineered Natural Systems Laboratory,626 Cochrans Mill Rd,15236,Pittsburgh,PA,US,"With its pressure vessels that simulate the pressures and temperatures found deep underground, NETL’s Engineered Natural Systems Laboratory in Pittsburgh, PA, gives researchers a way to explore how subsurface formations would fare as carbon storage sites. The lab’s equipment makes it possible for researchers to accurately characterize geologic formations and predict how carbon dioxide will behave following underground injection. This knowledge helps scientist determine the rate at which carbon dioxide can be injected into a formation, how much the formation can hold, and how long it can keep it contained. The lab supports DOE’s core competency in science-based prediction for engineered natural systems. Not only does the lab provide information relevant to carbon storage, but it also aids researchers who are advancing the sciences of shale gas and ultra-deep offshore oil production.",R&D Agreements for Facility Access,http://www.youtube.com/watch?v=_ZQLyqVTvYQ&list=PLQvqDqn4cuX84pI6MP0PQ8BkJeTbAdOuV&index=12,jessica.sosenko@netl.doe.gov,(412) 386-7417
DOE,National Energy Technology Laboratory,,Fuels Processing Laboratory,626 Cochrans Mill Rd,15236,Pittsburgh,PA,US,"NETL’s Fuels Processing Laboratory in Morgantown, WV, provides researchers with the equipment they need to thoroughly explore the catalytic issues associated with fossil fuel applications. There, scientists can synthesize catalysts, determine their characteristics and stability, learn how they can be poisoned or fouled, and glean other information about them. The lab houses a Fischer–Tropsch reactor (which is useful in turning solid fuels, such as coal, into gases) and two catalyst characterization units (which give researchers insight into the structure and chemistry of catalytic materials). The lab also includes two reforming test rigs and four bench-scale reactor systems. All of this equipment, and the analytical tools that accompany it, support innovations in how fossil energy sources are used, such as gasifying coal and biomass, removing sulfur from fuels, and turning natural gas into other valuable chemicals.",R&D Agreements for Facility Access,http://www.youtube.com/watch?v=cZ0-bZmNuHE&list=PLQvqDqn4cuX84pI6MP0PQ8BkJeTbAdOuV,jessica.sosenko@netl.doe.gov,(412) 386-7417
DOE,National Energy Technology Laboratory,,Geological Services Laboratory, 3615 Collins Ferry Rd,26512,Morgantown,WV,US,"Researchers use computed tomography (CT) scanners at NETL’s Geological Services Laboratory in Morgantown, WV, to peer into geologic core samples to determine how liquids, solids, and gases flow through them. The lab’s three CT scanners—a medical CT scanner, an industrial CT scanner, and a micro CT scanner—serve different purposes. The medical scanner is useful for fluid-flooding evaluations and observations of sub-core bulk properties; the industrial scanner can portray pore networks; and the micro scanner analyzes pore surfaces. Researchers can also use the lab’s mobile core-logging unit to measure the physical properties of the samples. Moreover, the lab’s software (FLUENT and EarthVision) and visualization hardware provide both static and time-dependent data. The knowledge that researchers gain by using the lab has real-world applications. For instance, researchers can learn how carbon dioxide behaves in coal samples or how foamed cement holds up once it is injected into an offshore wellbore. Such insights are relevant to carbon sequestration and hydraulic fracturing.",R&D Agreements for Facility Access,http://www.youtube.com/watch?v=Dxp92U9S9a4,jessica.sosenko@netl.doe.gov,(412) 386-7417
DOE,National Energy Technology Laboratory,,High Bay Reaction Chemistry & Engineering Laboratory,626 Cochrans Mill Rd,15236,Pittsburgh,PA,US,"Researchers at NETL’s High Bay Reaction Chemistry and Engineering Laboratory in Pittsburgh, PA, study gasification, a method for converting coal, natural gas, biomass, and other energy sources into their gaseous chemical building blocks, carbon monoxide, and hydrogen. Subjecting energy sources to the gasification process makes it easier to capture the carbon dioxide they emit. Researchers at the lab assess the durability of materials used in gasification, which must withstand the hot, contaminated environment associated with the process. Researchers also use the lab’s reactor to investigate how the gasification process changes when biomass is mixed with coal before gasification. They also develop membranes that separate the components of mixed-gas streams and use the lab’s equipment to test their resilience and performance over time in the face of high temperatures and contaminants. The research conducted at the lab advances novel ways to keep greenhouse gases out of the atmosphere.",R&D Agreements for Facility Access,http://www.youtube.com/watch?v=WSGCu4vjN-k&list=PLQvqDqn4cuX84pI6MP0PQ8BkJeTbAdOuV&index=13,jessica.sosenko@netl.doe.gov,(412) 386-7417
DOE,National Energy Technology Laboratory,,High Combustion Research Facility, 3617 Collins Ferry Rd,26514,Morgantown,WV,US,"At NETL's High-Pressure Combustion Research Facility in Morgantown, WV, researchers can investigate new high-pressure, high-temperature hydrogen turbine combustion concepts, using the facility’s dynamic gas turbine and simulation validation (“SimVal”) test rigs. The first simulates gas turbine conditions with acoustic feedback to help researchers better understand fluid flow and combustion variability. The second is an optical combustor that can achieve high flow rates, high pressures, and high temperatures (up to 700 degrees Kelvin)—conditions that are optimal for analyzing high-pressure combustion and validating fluid-dynamics models. Scientists conduct research at the facility that can make turbines more efficient, keep them in service longer, and address the role various fuels play in combustion and emissions issues. The facility also enables scientists to develop new sensors, thermal-management methods, and control capabilities to conserve fossil fuels and comply with future emissions standards.",R&D Agreements for Facility Access,http://www.youtube.com/watch?v=fBRw9-6mllA,jessica.sosenko@netl.doe.gov,(412) 386-7417
DOE,National Energy Technology Laboratory,,High-Pressure Immersion and Reactive Transport Laboratory,1450 Queen Ave SW,97321,Albany,OR,US,"At the High-Pressure Immersion and Reactive Transport Laboratory in Albany, OR, NETL researchers study subsurface geologic systems that are good candidates for carbon dioxide storage. The lab’s facilities can re-create the conditions found 10,000 feet underground, which can help scientists model them to gain a better understanding of how geologic formations would fare as long-term carbon-dioxide-storage sites. The lab is equipped with autoclaves that allow researchers to perform experiments under high temperatures and pressures. These autoclaves shed light on the reactivity of solutions, geochemistry of shale gas environments, response of microbes exposed to carbon dioxide, and other topics. Based on results from research conducted in the lab, scientists can predict the conditions that will be encountered in engineered geologic systems. They can also accelerate the progress of carbon storage technologies.",R&D Agreements for Facility Access,ttp://www.youtube.com/watch?v=HRj0N3x19Zk&list=PLQvqDqn4cuX84pI6MP0PQ8BkJeTbAdOuV,jessica.sosenko@netl.doe.gov,(412) 386-7417
DOE,National Energy Technology Laboratory,,Hybrid-Performance Laboratory, 3619 Collins Ferry Rd,26516,Morgantown,WV,US,"NETL’s Hybrid Performance Laboratory in Morgantown, WV, focuses on hybrid systems that pair fuel cells with gas turbines. Combining fuel cells and turbines in unified systems can generate power more fuel-efficiently and with less environmental impact than either fuel cells or turbines alone. However, hybrid systems are more complex than their conventional counterparts, and they present a different set of issues. The lab couples simulations and physical hardware so that researchers can investigate a fully integrated system. Researchers use the lab to study the behavior of hybrid systems and observe the effects of new control strategies without actually having to implement new technologies. The Hybrid Performance Laboratory helps researchers gain insight into the use of hybrid systems to conserve resources and make fossil fuels more environmentally friendly.",R&D Agreements for Facility Access,http://www.youtube.com/watch?v=KBv_AiFqWHw&list=PLQvqDqn4cuX84pI6MP0PQ8BkJeTbAdOuV&index=9,jessica.sosenko@netl.doe.gov,(412) 386-7417
DOE,National Energy Technology Laboratory,,Mechanical Testing Laboratory,1450 Queen Ave SW,97321,Albany,OR,US,"NETL’s Mechanical Testing Laboratory in Albany, OR, helps researchers investigate materials that can withstand the heat and pressure commonly found in fossil energy systems. They use the lab’s state-of-the-art equipment to test the mechanical behavior and performance of materials—in particular, how much pressure it takes to compress them, how much they can be stretched before they break, how they behave in response to cyclical mechanical loads, and under what circumstances they become deformed. They also conduct impact testing to determine a material’s toughness when it experiences a sudden blow, and hot hardness testing to determine how hard a material remains under drastic heating. The knowledge gained from these experiments speeds the development of materials that are rugged enough to be used in the demanding environments associated with cutting-edge energy systems.",R&D Agreements for Facility Access,http://www.youtube.com/watch?v=mZTqJv7Xxsw&list=PLQvqDqn4cuX84pI6MP0PQ8BkJeTbAdOuV,jessica.sosenko@netl.doe.gov,(412) 386-7417
DOE,National Energy Technology Laboratory,,Polymer Synthesis Laboratory,626 Cochrans Mill Rd,15236,Pittsburgh,PA,US,"At NETL’s Polymer Synthesis Laboratory in Pittsburgh, PA, scientists develop novel materials that can make carbon capture and sequestration (CCS) more affordable and effective. They explore how chemical compounds interact with carbon dioxide and determine which compounds show promise as CCS materials. The products produced by the lab include functional polymers and tailored ionic liquids. If a compound made at the lab performs well under bench-scale testing, researchers may then strategize how to produce it in larger quantities. Researchers not only synthesize chemicals at the lab, they also purify and subject them to rigorous analyses to verify that a synthetic reaction has gone according to plan, confirm the adequacy of a chemical purification, or parse the qualities of a newly invented compound.",R&D Agreements for Facility Access,http://www.youtube.com/watch?v=ksoc79XU8t4,jessica.sosenko@netl.doe.gov,(412) 386-7417
DOE,National Energy Technology Laboratory,,Severe Environmental Corrosion Erosion Facility,1450 Queen Ave SW,97321,Albany,OR,US,"NETL’s Severe Environment Corrosion Erosion Facility in Albany, OR, allows researchers to safely examine the performance of materials in highly corrosive or erosive settings. Research conducted at the facility supports NETL’s investigations into oxy-fuel combustion oxidation, refractory materials stability, and fuels. It also sheds light on how existing power plants, which subject materials to extremely harsh conditions, can best be upgraded. Materials are tested via exposure to conditions that mimic those found in power plants or gasifiers. Researchers can use the facility to conduct experiments at low or high temperatures, in pure- or mixed-gas environments, and in pure- or mixed-gas/liquid environments. The lab features a safety system that detects gas leaks both inside and outside of the lab’s six research modules, each of which can be exposed to 11 different gases (or dry air) at a researcher’s discretion.",R&D Agreements for Facility Access,http://www.youtube.com/watch?v=mL7N42gznWU,jessica.sosenko@netl.doe.gov,(412) 386-7417
DOE,National Energy Technology Laboratory,,NETL Super Computer, 3623 Collins Ferry Rd,26520,Morgantown,WV,US,"The NETL Super Computer was designed for performing engineering calculations that apply to fossil energy research. It is one of the world’s larger supercomputers, and encompasses visualization centers in Morgantown, WV; Pittsburgh, PA; and Albany, OR.  It supports NETL's simulation-based engineering research goals where researchers develop and employ advanced tools (for example NETL's MFIX software) to model phenomena that are very difficult if not impossible to measure in real life. The facility can also run modeling tools at scales ranging from molecular-scale to entire power plants, including those with carbon capture. The tools and resources associated with the Super Computer make it easier for researchers to collaborate, access enhanced visualization tools, and store and analyze data in order to overcome technical barriers to innovations in the energy industry.",R&D Agreements for Facility Access,http://www.youtube.com/watch?v=HvISSd1T7fw,jessica.sosenko@netl.doe.gov,(412) 386-7417
DOE,National Energy Technology Laboratory,,Solid Oxide Fuel Cell Experimental Laboratory, 3624 Collins Ferry Rd,26521,Morgantown,WV,US,"NETL’s Solid Oxide Fuel Cell Experimental Laboratory in Morgantown, WV, gives researchers access to models and simulations that predict how solid oxide fuel cells will behave under certain conditions. Its test stands can subject fuel cells to demanding conditions (up to 1,000 degrees Celsius and 90 pounds per square inch gauge). The lab is also equipped for current-interrupt and spectral impedance analyses. Researchers at the lab explore how single fuel cells—or small stacks of them—perform; they investigate high-temperature fuel cells, assess how contaminants degrade them, and help develop sensors that measure their temperature, strain, and heat flux. They also invent new materials to advance the use of fuel cells in more applications as well as establish testing protocols. By enabling this body of research, the lab helps scientists support the Solid State Energy Conversion Alliance Program, which strives to develop affordable fuel cell technologies that reduce the carbon emissions associated with producing power from coal.",R&D Agreements for Facility Access,http://www.youtube.com/watch?v=KOWFot60-FE&list=PLQvqDqn4cuX84pI6MP0PQ8BkJeTbAdOuV,jessica.sosenko@netl.doe.gov,(412) 386-7417
DOE,National Energy Technology Laboratory,,Surface Science Laboratory,626 Cochrans Mill Rd,15236,Pittsburgh,PA,US,"At the Surface Science Laboratory in Pittsburgh, PA, NETL researchers view material surfaces on an atomic scale to better understand how they react when they are exposed to other substances. Researchers at the lab can even manipulate individual molecules or atoms, which is useful in determining the rate of a chemical reaction or observing how atoms move as a chemical reaction takes place. The lab can also be used to develop innovative sorbents, catalysts, metals, or alloys. The lab’s Omicron Surface Analysis and Imaging System is key to such discoveries. It houses several surface analysis and imaging tools in a single vacuum chamber, including those that enable scanning tunneling microscopy (which makes the atoms on a surface visible) and ion-scattering spectroscopy (which reveals the chemical and structural properties of a surface). Other techniques the system makes possible are X-ray photoelectron spectroscopy, low-energy electron diffraction, auger electron spectroscopy, and atomic force microscopy. The knowledge gained by conducting experiments at the lab can hasten the arrival of new carbon-sequestration technologies, among others.",R&D Agreements for Facility Access,http://www.youtube.com/watch?v=TLjuq2xJHx8&list=PLQvqDqn4cuX84pI6MP0PQ8BkJeTbAdOuV,jessica.sosenko@netl.doe.gov,(412) 386-7417
DOE,National Energy Technology Laboratory,,Thermogravimetric Analysis Laboratory, 3626 Collins Ferry Rd,26523,Morgantown,WV,US,"At NETL’s Thermogravimetric Analysis Laboratory in Morgantown, WV, researchers study how chemical looping combustion (CLC) can be applied to fossil energy systems. During CLC, oxygen in the form of a solid material (called an oxygen carrier) is used rather than oxygen from the air. Because CLC produces just carbon dioxide and water—rather than the pollutants and greenhouse gases conventional combustion emits—it is a cleaner way to extract power from fossil fuels. The carbon dioxide emitted from CLC can be captured with relative ease. Researchers rely on the lab’s equipment to help them develop effective and affordable oxygen carriers and then subject them to rigorous testing to determine, among other things, their robustness and stability. Thermogravimetric analyses performed at the lab monitor the weight of oxygen carriers as a function of time, which enables scientists to evaluate how they react when they come into contact with fuel at combustion temperature. Oxygen carriers that successfully undergo increasingly large-scale tests may eventually be produced in large quantities and tested in NETL’s pilot-scale chemical looping reactor. The oxygen carriers developed in the lab can advance more widespread deployment of CLC.",R&D Agreements for Facility Access,http://www.youtube.com/watch?v=v_We0QVh8ug&list=PLQvqDqn4cuX84pI6MP0PQ8BkJeTbAdOuV,jessica.sosenko@netl.doe.gov,(412) 386-7417
DOE,National Energy Technology Laboratory,,Water Tunnel Facility,626 Cochrans Mill Rd,15236,Pittsburgh,PA,US,"NETL’s High-Pressure Water Tunnel Facility in Pittsburgh, PA, re-creates the conditions found 3,000 meters beneath the ocean’s surface, allowing scientists to study the chemistry, physics, and hydrodynamics of gas bubbles, liquid drops, and solid particles deep underwater. The lab was once used to investigate the fate of carbon dioxide released either intentionally or inadvertently in the ocean as a result of carbon sequestration activities. Now researchers use the lab to study the release of fluids from subsea hydrocarbon reservoirs. In this way, researchers can learn about offshore well accidents such as the Deepwater Horizon Macondo well blowout in 2010. What sets the lab apart from similar facilities is that scientists can use a vertical countercurrent flow of water or seawater to keep an object (for instance, a bubble of methane) stabilized behind an observation window. The advanced video capabilities available at the lab give scientists incredibly detailed information about how an object of interest reacts in a deep-water environment.",R&D Agreements for Facility Access,http://www.youtube.com/watch?v=hCSPkevMB1w,jessica.sosenko@netl.doe.gov,(412) 386-7417
DOE,National Renewable Energy Laboratory,,Advanced Research Turbines,15013 Denver W Pkwy,80401,Golden,CO,US,"At our wind testing facilities, we have turbines available to test new control schemes and equipment for reducing loads on wind turbine components.",User Facility,http://www.nrel.gov/wind/facilities_research.html,matthew.ringer@nrel.gov,(303) 275-4469
DOE,National Renewable Energy Laboratory,,Distributed Energy Resources Test Facility,15013 Denver W Pkwy,80401,Golden,CO,US,"NREL's Distributed Energy Resources Test Facility (DERTF) is a working laboratory for interconnection and systems integration testing. This state-of-the-art facility includes generation, storage, and interconnection technologies as well as electric power system equipment capable of simulating a real-world electric system.",User Facility,http://www.nrel.gov/electricity/dertf.html,matthew.ringer@nrel.gov,(303) 275-4469
DOE,National Renewable Energy Laboratory,,Energy Systems Integration Facility,15013 Denver W Pkwy,80401,Golden,CO,US,"This facility enables NREL's scientists, engineers, and industry partners to research and test complex devices and concepts for energy systems. ESIF is a megawatt-scale test facility to help NREL speed the commercialization and deployment of renewable energy and energy efficiency technologies for the U.S. electric power system.",User Facility,http://www.nrel.gov/esi/esif.html,matthew.ringer@nrel.gov,(303) 275-4469
DOE,National Renewable Energy Laboratory,,Field Test Laboratory Building,15013 Denver W Pkwy,80401,Golden,CO,US,"In this facility, researchers explore new and more efficient methods of using resources such as unwanted waste to create useful fuels, electricity, and chemicals. This includes photovoltaics, biomass, hydrogen, and buildings research.",User Facility,www.nrel.gov,matthew.ringer@nrel.gov,(303) 275-4469
DOE,National Renewable Energy Laboratory,,High-Flux Solar Furnace,15013 Denver W Pkwy,80401,Golden,CO,US,"The power generated by this furnace can be used to expose, test, and evaluate many components used in concentrating solar power systems. The heat generated at the facility can also be used for the thermal and thermochemical decomposition of water to produce hydrogen.",User Facility,http://www.nrel.gov/csp/lab_capabilities.html#hfsf,matthew.ringer@nrel.gov,(303) 275-4469
DOE,National Renewable Energy Laboratory,,Integrated Biorefinery Research Facility,15013 Denver W Pkwy,80401,Golden,CO,US,"This facility houses process development trains for converting biomass to ethanol, the Steam Gun Pretreatment Laboratory, a fermentation mini-pilot unit, and compositional process monitoring equipment.",User Facility,http://www.nrel.gov/biomass/integrated_biorefinery_research_facility.html,matthew.ringer@nrel.gov,(303) 275-4469
DOE,National Renewable Energy Laboratory,,Large Payload Solar Tracker,15013 Denver W Pkwy,80401,Golden,CO,US,This structure supports testing of solar components that require tracking of the sun in elevation and azimuth.,User Facility,http://www.nrel.gov/csp/lab_capabilities.html#tracker,matthew.ringer@nrel.gov,(303) 275-4469
DOE,National Renewable Energy Laboratory,,Outdoor Test Facility,15013 Denver W Pkwy,80401,Golden,CO,US,"Researchers use this facility to study and evaluate advanced or emerging photovoltaic technologies under simulated, accelerated indoor and outdoor, and prevailing outdoor conditions.",User Facility,http://www.nrel.gov/pv/facilities_otf.html,matthew.ringer@nrel.gov,(303) 275-4469
DOE,National Renewable Energy Laboratory,,Renewable Fuels and Lubricants Laboratory,15013 Denver W Pkwy,80401,Golden,CO,US,"Also known as the ReFUEL laboratory, this facility tests advanced fuels in heavy-duty engines and vehicles, and advanced heavy hybrid vehicles. It features a heavy-duty chassis dynamometer, a heavy-duty engine transient test cell, and emissions measurement capability.",User Facility,http://www.nrel.gov/vehiclesandfuels/refuellab/,matthew.ringer@nrel.gov,(303) 275-4469
DOE,National Renewable Energy Laboratory,,Science and Technology Facility,15013 Denver W Pkwy,80401,Golden,CO,US,"Scientists at this facility research and test silicon solar cells, thin films, and nanostructures in laboratory space that is both functional and flexible.",User Facility,http://www.nrel.gov/pv/facilities_stf.html,matthew.ringer@nrel.gov,(303) 275-4469
DOE,National Renewable Energy Laboratory,,Solar Energy Research Facility,15013 Denver W Pkwy,80401,Golden,CO,US,Research in photovoltaics and basic energy sciences is conducted primarily at this facility.,User Facility,http://www.nrel.gov/pv/facilities_serf.html,matthew.ringer@nrel.gov,(303) 275-4469
DOE,National Renewable Energy Laboratory,,Thermal Test Facility,15013 Denver W Pkwy,80401,Golden,CO,US,"Building researchers use the Thermal Test Facility (TTF) for advanced heating, ventilating, and air-conditioning research that includes study of active solar systems. In addition to housing research facilities, the building itself was designed as a research model that provides data that can be applied to buildings designed in the future.",User Facility,http://www.nrel.gov/buildings/facilities.html#ttf,matthew.ringer@nrel.gov,(303) 275-4469
DOE,National Renewable Energy Laboratory,,Thermochemical Process Development Unit,15013 Denver W Pkwy,80401,Golden,CO,US,This facility is used to demonstrate and evaluate the thermochemical conversion of biomass to produce syngas or pyrolysis oil that can be further converted to fuels and chemicals. It has a 0.5-ton/day feedstock capacity.,User Facility,http://www.nrel.gov/biomass/thermochemical_users_facility.html,matthew.ringer@nrel.gov,(303) 275-4469
DOE,National Renewable Energy Laboratory,,Thermochemical Users Facility,15013 Denver W Pkwy,80401,Golden,CO,US,"The state-of-the-art Thermochemical Users Facility (TCUF) consists of several complementary unit operations that can be configured to accommodate the testing and development of various reactors, filters, catalysts, and other unit operations. The TCUF offers clients the capability to test new processes and feedstocks in a timely and cost-effective manner and to quickly and safely obtain extensive performance data on their processes or equipment.",User Facility,http://www.nrel.gov/biomass/thermochemical_users_facility.html,matthew.ringer@nrel.gov,(303) 275-4469
DOE,National Renewable Energy Laboratory,,Wind Dynamometer Test Facilities,15013 Denver W Pkwy,80401,Golden,CO,US,"Our 7,500-square-foot dynamometer facility offers wind industry engineers a unique opportunity to conduct lifetime endurance tests on a wide range of wind turbine drivetrains and gearboxes at various speeds.",User Facility,http://www.nrel.gov/wind/facilities_dynamometer.html,matthew.ringer@nrel.gov,(303) 275-4469
DOE,National Renewable Energy Laboratory,,Wind Research High Bay,15013 Denver W Pkwy,80401,Golden,CO,US,The high bay houses a 225-kilowatt dynamometer for testing small wind turbine components and subsystems.,User Facility,http://www.nrel.gov/wind/facilities_high_bay.html,matthew.ringer@nrel.gov,(303) 275-4469
DOE,National Renewable Energy Laboratory,,Wind Structural Testing Laboratory,15013 Denver W Pkwy,80401,Golden,CO,US,"This facility provides office space for industry researchers, experimental laboratories, computer facilities for analytical work, and space for assembling components and turbines for atmospheric testing.",User Facility,http://www.nrel.gov/wind/facilities_stl.html,matthew.ringer@nrel.gov,(303) 275-4469
DOE,National Renewable Energy Laboratory,,Wind Turbine Field Test Sites,15013 Denver W Pkwy,80401,Golden,CO,US,Test sites are available for wind turbine manufacturers that need to test their prototype machines.,User Facility,http://www.nrel.gov/wind/facilities_test_pads.html,matthew.ringer@nrel.gov,(303) 275-4469
DOE,Oak Ridge National Laboratory,,Buildings Technology Research and Integration Center (BTRIC),1 Bethel Valley Rd,37830,Oak Ridge,TN,US,"ORNL’s BTRIC  is devoted to the development and performance characterization of technologies that maximize the energy efficiency and environmental sustainability of residential and commercial buildings in a cost-effective manner. BTRIC’s mission is to deliver scientific discoveries and technical breakthroughs that will accelerate the development and deployment of solutions in building energy efficiency, and in doing so create economic opportunity for the nation. Over 30,000 square feet of lab facilities house a wealth of experimental apparatus, computational tools, and expertise on building envelopes; equipment, appliances, and their cycles and working fluids for heating, cooling, humidity control, water heating, and supermarket refrigeration; and system and whole-building performance measurement and analysis. BTRIC’s state-of-the-art facilities support CRADA and other collaborations that bring cost-effective technologies and practices to market by connecting ORNL’s multi-disciplinary science and technology expertise with industry’s business discipline, market knowledge, and product development expertise. This approach has generated nine R&D 100 Awards and a long list of successful products in the market saving energy in real buildings.",R&D Agreements for Facility Access,http://web.ornl.gov/sci/buildings/ ,Hughespj1@ornl.gov,(865) 574-9337
DOE,Oak Ridge National Laboratory,,Carbon Fiber Technology Facility (CFTF),1 Bethel Valley Rd,37830,Oak Ridge,TN,US,"Functionally within the MDF, ORNL operates DOE’s unique Carbon Fiber Technology Facility (CFTF)—a 42,000 ft2 innovative technology facility and works with leading companies to overcome commercialization and manufacturing barriers and realize the strength and energy saving benefits of these new materials. The CFTF, with its 390-ft. long processing line, is capable of custom unit operation configuration and has a capacity of up to 25 tons per year, allowing industry to validate conversion of their carbon fiber precursors at semi-production scale. CFTF produces market development quantities for compositing.  As an integral part of DOE’s only MDF, the CFTF serves as a hub for public–private partnerships in the emerging national network for innovations in manufacturing. ",R&D Agreements for Facility Access,http://www.ornl.gov/user-facilities/cftf,manufacturing@ornl.gov ,(865) 241-4218
DOE,Oak Ridge National Laboratory,,Climate Change Science Institute (CCSI) Field Research Sites,1 Bethel Valley Rd,37830,Oak Ridge,TN,US,"ORNL's CCSI is a multidisciplinary research center established to advance knowledge of the Earth system, describe the consequences of climate change, and evaluate and inform policy response to climate change.  CCSI includes three Field Research Sites. 1) SPRUCE, with a field site in northern Minnesota, is an experiment to assess the response of northern peatland ecosystems to increases in temperature and exposures to elevated atmospheric CO2 concentrations. SPRUCE science questions are focused on terrestrial ecosystem carbon cycles and the mechanisms that underlie their responses to climatic change. 2) Next-Generation Ecosystem Experiments in the Arctic (NGEE Arctic), with a field site in Barrow, Alaska, advances understanding of how complex systems will respond to a changing climate and how underlying processes can be represented in climate models. 3) At Walker Branch Watershed on the DOE Oak Ridge Reservation, long-term ecological, hydrological, and biogeochemical research has been conducted since the late 1960s on this well-characterized  100-ha area. Opportunities are provided for independently funded researchers to address their own science questions at these three field sites. ",R&D Agreements for Facility Access,"http://mnspruce.ornl.gov
http://ngee-arctic.ornl.gov
http://walkerbranch.ornl.gov/",fellowsjd@ornl.gov,(865) 574-5767
